Order_ID,Order_Channel,Order_Date,Pizza_Size,Pizza_Type,Side_Order,Order_Amount,Tip,Payment_Method
3425,Website,6/21/2020,Large,spicy_ital,"Wings , Drink",21.01,4,Card
3426,Website,6/21/2020,XLarge,big_meat,"Wings , Drink",27.38,2.62,Card
3427,WhatsApp,6/21/2020,Medium,hawaiian,No Side,11.86,1,Card
3428,Call Center,6/21/2020,XLarge,big_meat,"Wings , Drink",30.41,4.59,Cash
3429,Call Center,6/21/2020,XLarge,ital_supr,"Wings , Drink",32.76,5,Cash
3430,WhatsApp,6/21/2020,XLarge,bbq_ckn,"Wings , Drink",28.44,6.56,Cash
3431,Website,6/21/2020,XLarge,cali_ckn,"Wings , Drink",32.67,4,Card
3432,WhatsApp,6/21/2020,Large,prsc_argla,Wings,17.18,2,Card
3433,Website,6/21/2020,Medium,green_garden,No Side,0,0,-
3434,Call Center,6/22/2020,Large,veggie_veg,"Wings , Drink",22.06,2,Card
3435,Website,6/22/2020,XLarge,ckn_alfredo,"Wings , Drink",32.67,16.6,Card
3436,Call Center,6/22/2020,Medium,ital_supr,No Side,11.86,3.24,Cash
3437,Website,6/22/2020,Large,ckn_alfredo,Wings,15.72,2,Card
3438,Website,6/22/2020,Large,cali_ckn,Wings,16.95,5,Card
3439,WhatsApp,6/22/2020,XLarge,southw_ckn,"Wings , Drink",26.45,4.55,Cash
3440,Website,6/22/2020,Large,spin_pestoach_supr,Wings,17.15,5.1,Cash
3441,WhatsApp,6/22/2020,Large,ital_supr,Wings,15.71,2.29,Cash
3442,Website,6/22/2020,Medium,green_garden,Drink,13.95,3,Card
3443,Website,6/22/2020,Large,thai_ckn,"Wings , Drink",21.43,0,Card
3444,WhatsApp,6/22/2020,Large,bbq_ckn,"Wings , Drink",23.01,2,Card
3445,Website,6/22/2020,Medium,green_garden,Drink,14.65,1.55,Cash
3446,WhatsApp,6/22/2020,XLarge,hawaiian,"Wings , Drink",26.17,3,Card
3447,Website,6/23/2020,Large,big_meat,"Wings , Drink",24.46,3,Card
3448,Website,6/23/2020,XLarge,ital_supr,"Wings , Drink",26.66,1,Card
3449,Website,6/23/2020,Large,bbq_ckn,Wings,19.31,3.69,Cash
3450,Website,6/23/2020,XLarge,mexicana,"Wings , Drink",29.95,0,Card
3451,Call Center,6/23/2020,XLarge,mediterraneo,"Wings , Drink",27.44,5,Card
3452,Call Center,6/23/2020,XLarge,mexicana,"Wings , Drink",28.75,2,Card
3453,Call Center,6/23/2020,XXL,ital_supr,"Wings,Drink, Pasta",42.21,3,Cash
3454,Website,6/23/2020,Medium,the_greek,No Side,11.48,3,Card
3455,Website,6/23/2020,Large,four_cheese,"Wings , Drink",22.99,2,Card
3456,Website,6/23/2020,Large,mediterraneo,"Wings , Drink",21.69,5,Card
3457,Website,6/24/2020,Large,pepperoni,"Wings , Drink",21.63,2.37,Cash
3458,Website,6/24/2020,XXL Pizza,ital_supr,"Wings, Pasta, Salad",48.56,5,Cash
3459,Website,6/24/2020,Large,pep_msh_pep,Wings,16.47,5,Card
3460,Website,6/24/2020,Large,thai_ckn,"Wings , Drink",24.71,2,Card
3461,WhatsApp,6/24/2020,Large,cali_ckn,"Wings , Drink",24.61,3.39,Cash
3462,WhatsApp,6/24/2020,Large,spicy_ital,Wings,18.2,3.05,Cash
3463,Call Center,6/24/2020,Large,calabrese,Wings,15.71,4.29,Cash
3464,WhatsApp,6/24/2020,Medium,classic_dlx,Drink,13.28,2,Card
3465,Website,6/24/2020,XLarge,prsc_argla,"Wings , Drink",25.33,4,Card
3466,Call Center,6/24/2020,XLarge,pepperoni,"Wings , Drink",26.6,4,Card
3467,Website,6/25/2020,Medium,soppressata,No Side,8.83,1.17,Cash
3468,Website,6/25/2020,Large,cali_ckn,Wings,16.73,5,Card
3469,WhatsApp,6/25/2020,Large,prsc_argla,Wings,16.12,2.56,Card
3470,Call Center,6/25/2020,Large,spicy_ital,Wings,15.03,5,Card
3471,Website,6/25/2020,XLarge,prsc_argla,"Wings , Drink",34.1,4,Card
3472,Website,6/25/2020,Large,peppr_salami,"Wings , Drink",24.01,5,Card
3473,Website,6/25/2020,Large,classic_dlx,"Wings , Drink",22.64,5,Card
3474,Website,6/25/2020,Medium,four_cheese,No Side,9.89,1.11,Card
3475,Website,6/25/2020,Large,mediterraneo,"Wings , Drink",21.91,5,Card
3476,WhatsApp,6/25/2020,Large,mexicana,Wings,18.42,1.58,Cash
3477,Call Center,6/25/2020,XXL,bbq_ckn,"Wings,Drink, Pasta",40.84,2.16,Cash
3478,Website,6/26/2020,Large,classic_dlx,Wings,16.24,3,Card
3479,WhatsApp,6/26/2020,XLarge,spin_pesto,"Wings , Drink",28.44,6.56,Cash
3480,Website,6/26/2020,XLarge,peppr_salami,"Wings , Drink",30.62,6,Card
3481,Call Center,6/26/2020,Large,mexicana,Wings,19.41,5,Card
3482,Website,6/26/2020,Large,soppressata,"Wings , Drink",23.12,3,Card
3483,WhatsApp,6/26/2020,Large,spin_pestoach_supr,Wings,16.08,4,Card
3484,Website,6/26/2020,XLarge,pepperoni,"Wings , Drink",34.86,2.14,Cash
3485,Website,6/26/2020,Large,the_greek,Wings,17.03,3,Cash
3486,Call Center,6/26/2020,XLarge,pepperoni,"Wings , Drink",29.88,10.12,Cash
3487,Website,6/26/2020,Medium,bbq_ckn,No Side,8.83,1,Card
3488,WhatsApp,6/26/2020,Large,ital_supr,Wings,16.74,2.26,Card
3489,Call Center,6/26/2020,Large,spin_pestoach_supr,Wings,16.45,3.55,Cash
3490,Website,6/26/2020,Medium,hawaiian,No Side,3.93,3,Card
3491,Website,6/26/2020,Medium,pepperoni,Drink,13.88,1.12,Cash
3492,Website,6/26/2020,XLarge,thai_ckn,"Wings , Drink",26.6,3,Card
3493,Call Center,6/26/2020,Medium,thai_ckn,Drink,14.35,3.65,Cash
3494,WhatsApp,6/27/2020,Large,four_cheese,"Wings , Drink",24.69,3,Card
3495,WhatsApp,6/27/2020,Medium,big_meat,Drink,14.65,2.35,Cash
3496,Website,6/27/2020,Medium,pepperoni,Drink,14.65,2.35,Cash
3497,Call Center,6/27/2020,Large,five_cheese,Wings,16.77,4.23,Cash
3498,Website,6/27/2020,Large,mexicana,Wings,16.77,4.23,Cash
3499,WhatsApp,6/27/2020,XLarge,southw_ckn,"Wings , Drink",32,4,Card
3500,Website,6/27/2020,Large,the_greek,"Wings , Drink",24.45,2,Card
3501,Website,6/27/2020,Medium,big_meat,No Side,10.26,1.74,Cash
3502,WhatsApp,6/27/2020,Large,ital_supr,Wings,19.75,3.25,Cash
3503,Website,6/27/2020,Medium,mexicana,No Side,8.83,2.17,Cash
3504,Call Center,6/27/2020,XXL,soppressata,"Wings,Drink, Pasta",36.78,3.22,Card
3505,Website,6/27/2020,Medium,napolitana,Drink,13.28,3,Card
3506,Call Center,6/27/2020,Large,peppr_salami,Wings,15.4,3,Card
3507,Call Center,6/27/2020,Large,cali_ckn,Wings,17.82,5,Card
3508,Website,6/28/2020,XLarge,pep_msh_pep,"Wings , Drink",27.97,5,Card
3509,Website,6/28/2020,Large,prsc_argla,Wings,16.78,3.22,Cash
3510,Website,6/28/2020,XLarge,veggie_veg,"Wings , Drink",31.6,4.4,Cash
3511,Website,6/28/2020,Large,ckn_alfredo,Wings,15.27,3,Card
3512,Website,6/28/2020,Large,southw_ckn,"Wings , Drink",21,3,Card
3513,Website,6/28/2020,Medium,prsc_argla,Drink,13.59,4.41,Cash
3514,Website,6/28/2020,Large,spin_pesto,Wings,18.04,4,Card
3515,Website,6/28/2020,XXL,ital_supr,"Wings,Drink, Pasta",35.47,7,Card
3516,Call Center,6/28/2020,Large,bbq_ckn,Wings,18.24,4,Card
3517,Website,6/28/2020,XLarge,cali_ckn,"Wings , Drink",28.44,2,Card
3518,WhatsApp,6/28/2020,Large,peppr_salami,Wings,18.84,4,Card
3519,Website,6/28/2020,XLarge,the_greek,"Wings , Drink",26.81,2,Card
3520,Website,6/28/2020,Medium,calabrese,No Side,11.48,1.52,Cash
3521,Call Center,6/28/2020,Large,four_cheese,"Wings , Drink",21,1,Cash
3522,Website,6/28/2020,Large,mexicana,Wings,15.27,3,Card
3523,Website,6/28/2020,Large,spicy_ital,"Wings , Drink",23.18,5,Card
3524,Website,6/28/2020,Large,ital_supr,"Wings , Drink",21.55,3,Card
3525,Call Center,6/28/2020,Large,spicy_ital,Wings,15.72,1.28,Cash
3526,Website,6/30/2020,Medium,cali_ckn,Drink,14.88,0.12,Cash
3527,Website,6/30/2020,Large,hawaiian,"Wings , Drink",23.66,2,Card
3528,WhatsApp,6/30/2020,Large,cali_ckn,"Wings , Drink",21.18,4.82,Cash
3529,Website,6/30/2020,Large,veggie_veg,"Wings , Drink",24.02,0.03,Cash
3530,Website,6/30/2020,Large,spin_pestoach_supr,"Wings , Drink",21.28,2,Card
3531,Website,6/30/2020,Medium,spin_pestoach_supr,Drink,14.65,2.35,Card
3532,Website,6/30/2020,Large,classic_dlx,"Wings , Drink",24.61,7,Card
3533,WhatsApp,6/30/2020,Large,four_cheese,Wings,16.77,3.23,Cash
3534,Website,6/30/2020,XLarge,the_greek,"Wings , Drink",30.43,2,Cash
3535,Call Center,6/30/2020,Medium,the_greek,No Side,11.48,2,Card
3536,Website,6/30/2020,Medium,classic_dlx,Drink,14.65,3,Card
3537,WhatsApp,6/30/2020,Large,ital_supr,"Wings , Drink",22.76,4,Card
3538,Website,6/30/2020,XLarge,the_greek,"Wings , Drink",26.94,3.06,Card
3539,Website,6/30/2020,Large,veggie_veg,Wings,15.72,2.28,Cash
3540,Website,6/30/2020,Medium,calabrese,Drink,12.53,3,Cash
3541,Call Center,6/30/2020,XLarge,five_cheese,"Wings , Drink",27.35,6,Card
3542,WhatsApp,6/30/2020,Medium,pep_msh_pep,No Side,9.89,1,Card
3543,Website,6/30/2020,Large,spin_pesto,"Wings , Drink",23.48,3,Card
3544,Call Center,7/1/2020,Medium,sicilian,No Side,10.41,0.59,Cash
3545,Website,7/1/2020,Medium,pepperoni,No Side,11.48,4,Card
3546,Call Center,7/1/2020,Large,classic_dlx,Wings,19.39,5.61,Cash
3547,Website,7/1/2020,Large,mediterraneo,Wings,17.67,3,Card
3548,Website,7/1/2020,Large,pepperoni,Wings,18.37,3,Card
3549,Call Center,7/1/2020,XLarge,peppr_salami,"Wings , Drink",25.3,5,Card
3550,Call Center,7/1/2020,Large,pepperoni,Wings,16.77,3.23,Cash
3551,WhatsApp,7/1/2020,Large,calabrese,Wings,15.72,3,Cash
3552,WhatsApp,7/1/2020,Large,cali_ckn,Wings,18.88,4,Card
3553,WhatsApp,7/2/2020,Large,big_meat,"Wings , Drink",22.06,7.94,Cash
3554,Website,7/2/2020,Medium,five_cheese,No Side,8.83,1.17,Cash
3555,Website,7/2/2020,XLarge,ital_supr,"Wings , Drink",27.78,2,Card
3556,Website,7/2/2020,Large,southw_ckn,"Wings , Drink",22.08,0.92,Cash
3557,WhatsApp,7/2/2020,XXL,bbq_ckn,"Wings,Drink, Pasta",40.61,7,Card
3558,WhatsApp,7/2/2020,XXL,big_meat,"Wings,Drink, Pasta",38.74,3.26,Cash
3559,Website,7/2/2020,Large,sicilian,"Wings , Drink",21,1,Cash
3560,Website,7/2/2020,XLarge,cali_ckn,"Wings , Drink",32.67,5,Card
3561,Call Center,7/3/2020,XXL,four_cheese,"Wings,Drink, Pasta",36.9,4,Card
3562,WhatsApp,7/3/2020,XXL,sicilian,"Wings,Drink, Pasta",35.54,4,Card
3563,Call Center,7/3/2020,Large,thai_ckn,"Wings , Drink",21.53,2,Card
3564,WhatsApp,7/3/2020,Large,spicy_ital,"Wings , Drink",21.53,3.47,Cash
3565,Call Center,7/3/2020,Large,ital_supr,Wings,18.88,2.12,Cash
3566,Website,7/3/2020,Large,spin_pestoach_supr,"Wings , Drink",21.93,7,Card
3567,WhatsApp,7/3/2020,XLarge,cali_ckn,"Wings , Drink",26.31,5,Card
3568,Call Center,7/3/2020,XLarge,ckn_pesto,"Wings , Drink",33.7,0.3,Cash
3569,Website,7/3/2020,Large,classic_dlx,"Wings , Drink",24.54,5,Card
3570,Website,7/3/2020,XLarge,prsc_argla,"Wings , Drink",26.3,0,Card
3571,Call Center,7/3/2020,Medium,spin_pestoach_supr,Drink,14.3,2.7,Cash
3572,WhatsApp,7/3/2020,Large,the_greek,"Wings , Drink",21,4,Cash
3573,Website,7/4/2020,Large,spicy_ital,Wings,19.95,5,Card
3574,Call Center,7/4/2020,Large,green_garden,"Wings , Drink",22.07,2.93,Cash
3575,Website,7/4/2020,XLarge,ital_supr,"Wings , Drink",26.01,1.99,Card
3576,Website,7/4/2020,Large,cali_ckn,Wings,15.42,4.58,Cash
3577,Website,7/4/2020,Large,hawaiian,Wings,15.71,3,Card
3578,Website,7/4/2020,Large,spin_pestoach_supr,Wings,15.97,4,Card
3579,Website,7/5/2020,Medium,bbq_ckn,Drink,12.91,2,Card
3580,Call Center,7/5/2020,Large,prsc_argla,"Wings , Drink",21.01,2,Card
3581,Website,7/5/2020,Large,bbq_ckn,"Wings , Drink",21.55,5,Card
3582,Website,7/5/2020,Large,calabrese,"Wings , Drink",22.8,3.2,Card
3583,Website,7/5/2020,Large,napolitana,Wings,17.84,2.16,Card
3584,Website,7/5/2020,Medium,spin_pestoach_supr,No Side,5.94,1.06,Cash
3585,WhatsApp,7/5/2020,Large,the_greek,"Wings , Drink",22.08,1.92,Cash
3586,Website,7/5/2020,XLarge,prsc_argla,"Wings , Drink",31.74,5,Card
3587,Call Center,7/5/2020,Large,four_cheese,Wings,17.84,0,Card
3588,WhatsApp,7/5/2020,Large,pepperoni,Wings,15.44,2,Card
3589,WhatsApp,7/5/2020,Large,bbq_ckn,Wings,15.72,4.28,Cash
3590,WhatsApp,7/5/2020,Large,sicilian,Wings,17.9,6,Card
3591,Call Center,7/7/2020,Large,spicy_ital,"Wings , Drink",22.99,2,Card
3592,Website,7/7/2020,Large,prsc_argla,"Wings , Drink",21.69,5,Card
3593,Website,7/7/2020,Large,southw_ckn,"Wings , Drink",21.63,2.37,Cash
3594,Call Center,7/7/2020,Large,thai_ckn,"Wings , Drink",23.48,2.52,Cash
3595,Website,7/7/2020,XLarge,big_meat,"Wings , Drink",26.18,3,Card
3596,WhatsApp,7/7/2020,XLarge,hawaiian,"Wings , Drink",26.78,4,Card
3597,Website,7/7/2020,Medium,ital_supr,Drink,12.87,5,Card
3598,Website,7/9/2020,Medium,mediterraneo,Drink,13.95,2.05,Cash
3599,Call Center,7/9/2020,Large,sicilian,Wings,15.71,2,Card
3600,Call Center,7/9/2020,Large,spin_pestoach_supr,Wings,19.8,2,Card
3601,Website,7/9/2020,Large,spin_pestoach_supr,Wings,15.72,2.28,Cash
3602,Website,7/9/2020,Large,the_greek,"Wings , Drink",20.83,2.17,Cash
3603,Website,7/9/2020,XLarge,veggie_veg,"Wings , Drink",34.03,5,Card
3604,WhatsApp,7/9/2020,Large,classic_dlx,Wings,15.72,4.28,Cash
3605,Website,7/9/2020,Large,peppr_salami,Wings,18.24,5,Card
3606,Call Center,7/9/2020,Medium,hawaiian,No Side,11.48,1.52,Cash
3607,Call Center,7/9/2020,Large,hawaiian,Wings,18.9,1.1,Cash
3608,Call Center,7/9/2020,XLarge,soppressata,"Wings , Drink",29.47,2,Card
3609,Call Center,7/9/2020,Large,spin_pestoach_supr,Wings,18.9,5,Card
3610,WhatsApp,7/9/2020,XLarge,thai_ckn,"Wings , Drink",27.63,3,Card
3611,Website,7/10/2020,XLarge,napolitana,"Wings , Drink",25.19,2.36,Cash
3612,Call Center,7/10/2020,Medium,thai_ckn,Drink,14.46,1.2,Card
3613,Website,7/10/2020,XLarge,bbq_ckn,"Wings , Drink",34.6,4.2,Card
3614,Website,7/10/2020,Large,calabrese,Wings,19.75,2.2,Card
3615,Call Center,7/10/2020,Large,five_cheese,Wings,15.53,2.42,Cash
3616,Website,7/10/2020,Medium,four_cheese,No Side,11.62,1.2,Card
3617,WhatsApp,7/10/2020,XLarge,ital_supr,"Wings , Drink",33.51, -   ,Cash
3618,Website,7/10/2020,Large,ital_supr,Wings,16.12,4.2,Card
3619,Call Center,7/10/2020,XLarge,mediterraneo,"Wings , Drink",26.8,4.2,Card
3620,Website,7/10/2020,Large,mexicana,Wings,19.76,3.2,Card
3621,Website,7/10/2020,Large,peppr_salami,Wings,16.29,2.2,Card
3622,WhatsApp,7/10/2020,Large,spin_pestoach_supr,"Wings , Drink",23.29,2.66,Cash
3623,Call Center,7/10/2020,Medium,napolitana,No Side,11.29,1.66,Cash
3624,Call Center,7/11/2020,Large,ital_supr,Wings,19.75,1.2,Cash
3625,Website,7/11/2020,Large,sicilian,Wings,19.94,5.06,Cash
3626,Call Center,7/11/2020,Large,big_meat,Wings,15.27,3,Card
3627,Website,7/11/2020,XLarge,five_cheese,"Wings , Drink",33.7,7.3,Card
3628,Website,7/11/2020,Large,ital_supr,Wings,19.96,1,Card
3629,Website,7/11/2020,Large,five_cheese,Wings,19.75,2,Card
3630,WhatsApp,7/11/2020,Large,ital_supr,Wings,15.44,0.56,Cash
3631,WhatsApp,7/11/2020,Medium,southw_ckn,Drink,13.88,0,Card
3632,WhatsApp,7/12/2020,Large,southw_ckn,Wings,18.37,4,Cash
3633,WhatsApp,7/12/2020,Large,bbq_ckn,"Wings , Drink",22.06,2.94,Cash
3634,Website,7/12/2020,XXL Pizza,ital_supr,"Wings, Pasta, Salad",47.55,3,Card
3635,Call Center,7/12/2020,Large,pepperoni,Wings,15.27,0,Cash
3636,Website,7/12/2020,Medium,prsc_argla,Drink,14.65,2.35,Cash
3637,WhatsApp,7/12/2020,Large,sicilian,"Wings , Drink",22.06,2,Card
3638,WhatsApp,7/12/2020,Medium,thai_ckn,Drink,14.65,2.35,Cash
3639,Call Center,7/12/2020,XXL Pizza,classic_dlx,"Wings, Pasta, Salad",68.22,0,Card
3640,Website,7/12/2020,Medium,veggie_veg,No Side,11.86,2,Card
3641,Website,7/12/2020,Large,bbq_ckn,Wings,17.32,2.25,Card
3642,WhatsApp,7/12/2020,XLarge,classic_dlx,"Wings , Drink",29.9,6,Card
3643,Website,7/12/2020,XLarge,spin_pestoach_supr,"Wings , Drink",31.03,5.97,Cash
3644,WhatsApp,7/18/2020,XLarge,ckn_alfredo,"Wings , Drink",28.96,5.04,Cash
3645,Call Center,7/18/2020,XLarge,green_garden,"Wings , Drink",26.82,5,Card
3646,Call Center,7/18/2020,Large,thai_ckn,Wings,15.71,3,Cash
3647,WhatsApp,7/18/2020,Large,mexicana,Wings,15.71,4.31,Cash
3648,Call Center,7/18/2020,Large,pepperoni,Wings,18.88,6,Card
3649,Website,7/18/2020,Large,big_meat,Wings,19.31,4.69,Cash
3650,Website,7/18/2020,XLarge,green_garden,"Wings , Drink",28.05,3.95,Card
3651,WhatsApp,7/18/2020,Large,ital_supr,Wings,18.98,4.02,Cash
3652,Call Center,7/18/2020,Medium,ital_supr,Drink,13.06,1.94,Cash
3653,WhatsApp,7/18/2020,XLarge,bbq_ckn,"Wings , Drink",27.35,2.65,Cash
3654,Website,7/18/2020,XLarge,green_garden,"Wings , Drink",27.36,2.73,Cash
3655,WhatsApp,7/18/2020,Large,the_greek,"Wings , Drink",22.08,2.92,Cash
3656,Website,7/19/2020,Large,green_garden,"Wings , Drink",21,3,Card
3657,Call Center,7/19/2020,Large,pep_msh_pep,Wings,16.48,3.52,Cash
3658,Call Center,7/19/2020,XLarge,pepperoni,"Wings , Drink",26.74,0,Card
3659,Website,7/19/2020,Medium,thai_ckn,No Side,8.83,1,Card
3660,Call Center,7/19/2020,Large,bbq_ckn,"Wings , Drink",24.39,5,Card
3661,Call Center,7/19/2020,Large,classic_dlx,Wings,15.71,1,Card
3662,Website,7/19/2020,Large,ital_supr,"Wings , Drink",22.86,3.14,Cash
3663,Website,7/19/2020,Large,mexicana,"Wings , Drink",23.18,7,Card
3664,WhatsApp,7/19/2020,XXL,hawaiian,"Wings,Drink, Pasta",35.19,4.81,Cash
3665,Call Center,7/19/2020,XLarge,ital_supr,"Wings , Drink",34.27,4.73,Card
3666,WhatsApp,7/19/2020,Large,ital_supr,"Wings , Drink",24.41,3.59,Cash
3667,Call Center,7/19/2020,XLarge,four_cheese,"Wings , Drink",28.44,3,Card
3668,Website,7/19/2020,XLarge,southw_ckn,"Wings , Drink",28.94,6,Card
3669,Website,7/19/2020,Large,four_cheese,Wings,17.18,7.82,Cash
3670,Website,7/19/2020,Large,green_garden,"Wings , Drink",22.81,3.19,Cash
3671,Call Center,7/19/2020,Large,big_meat,Wings,16.79,3,Card
3672,WhatsApp,7/19/2020,Large,five_cheese,"Wings , Drink",21.43,3,Card
3673,Website,7/19/2020,Large,mexicana,"Wings , Drink",22.82,3.18,Card
3674,Website,7/19/2020,Medium,peppr_salami,Drink,14.54,3.46,Cash
3675,Website,7/19/2020,Large,ckn_alfredo,"Wings , Drink",20.28,4,Card
3676,WhatsApp,7/19/2020,Large,ital_supr,"Wings , Drink",21.96,4.04,Cash
3677,Website,7/19/2020,XLarge,peppr_salami,"Wings , Drink",27.19,8.81,Cash
3678,Website,7/19/2020,Large,spin_pesto,"Wings , Drink",22.08,2.92,Cash
3679,Call Center,7/19/2020,Large,four_cheese,Wings,15.71,3,Card
3680,Call Center,7/19/2020,XLarge,hawaiian,"Wings , Drink",32.13,3.5,Card
3681,Website,7/21/2020,Large,thai_ckn,"Wings , Drink",23.14,2,Card
3682,Website,7/21/2020,XXL,ckn_pesto,"Wings,Drink, Pasta",42.19,2,Card
3683,Website,7/21/2020,Large,classic_dlx,Wings,18.9,2,Cash
3684,Website,7/21/2020,Large,thai_ckn,"Wings , Drink",23.36,5,Card
3685,WhatsApp,7/21/2020,Large,southw_ckn,Wings,18.9,2.5,Card
3686,Website,7/21/2020,XLarge,veggie_veg,"Wings , Drink",34.65,10,Card
3687,Website,7/21/2020,Large,ckn_pesto,"Wings , Drink",24.2,5.8,Cash
3688,Website,7/21/2020,Large,green_garden,"Wings , Drink",21,2,Cash
3689,Website,7/24/2020,Large,prsc_argla,Wings,19.3,5,Card
3690,Website,7/24/2020,XLarge,spicy_ital,"Wings , Drink",30.97,2.03,Cash
3691,Website,7/24/2020,Large,sicilian,Wings,17.18,2.82,Cash
3692,Website,7/24/2020,XLarge,the_greek,"Wings , Drink",25.23,5.02,Cash
3693,Website,7/24/2020,Large,bbq_ckn,Wings,16.08,2,Card
3694,Website,7/24/2020,Large,pep_msh_pep,"Wings , Drink",21.43,3,Card
3695,Website,7/24/2020,Large,hawaiian,Wings,16.37,3.63,Cash
3696,WhatsApp,7/24/2020,Large,mexicana,Wings,16.6,5,Card
3697,Website,7/24/2020,XLarge,spicy_ital,"Wings , Drink",26.82,1.18,Cash
3698,Call Center,7/24/2020,Large,pep_msh_pep,"Wings , Drink",21.18,0,Card
3699,Call Center,7/24/2020,Large,spin_pestoach_supr,"Wings , Drink",21,3.5,Card
3700,Website,7/24/2020,XLarge,prsc_argla,"Wings , Drink",25.98,5.02,Card
3701,Call Center,7/25/2020,Large,thai_ckn,Wings,16.78,2.22,Cash
3702,Call Center,7/25/2020,Large,peppr_salami,"Wings , Drink",24.67,4,Cash
3703,Website,7/25/2020,Large,spicy_ital,"Wings , Drink",24.8,1.95,Cash
3704,Call Center,7/25/2020,Large,classic_dlx,Wings,18.98,5,Card
3705,Website,7/25/2020,Large,mediterraneo,Wings,19.41,5,Card
3706,Call Center,7/25/2020,Large,southw_ckn,Wings,15.94,2.06,Cash
3707,Call Center,7/25/2020,Medium,classic_dlx,No Side,9.77,5.25,Cash
3708,Call Center,7/25/2020,Large,five_cheese,Wings,15.27,4.73,Cash
3709,Call Center,7/25/2020,Large,pepperoni,Wings,16.6,2.4,Cash
3710,Call Center,7/25/2020,XXL,ital_supr,"Wings,Drink, Pasta",35.1,6,Card
3711,Call Center,7/25/2020,Large,pep_msh_pep,Wings,16.24,3,Card
3712,Website,7/25/2020,Large,pepperoni,"Wings , Drink",22.15,4,Card
3713,Website,7/25/2020,Large,ckn_pesto,Wings,17.1,2.9,Cash
3714,Website,7/26/2020,Large,four_cheese,"Wings , Drink",22.87,0,Cash
3715,Website,7/26/2020,Medium,bbq_ckn,Drink,14.1,2,Card
3716,Website,7/26/2020,XLarge,ital_supr,"Wings , Drink",33.95,3,Card
3717,Website,7/26/2020,XLarge,bbq_ckn,"Wings , Drink",25.66,6.34,Cash
3718,Website,7/26/2020,Large,spin_pestoach_supr,"Wings , Drink",22.92,3,Card
3719,Call Center,7/26/2020,Large,pep_msh_pep,"Wings , Drink",21.71,5.29,Card
3720,Call Center,7/26/2020,Large,big_meat,Wings,15.44,3,Card
3721,Call Center,7/26/2020,Large,pep_msh_pep,"Wings , Drink",24.04,5,Card
3722,Website,7/26/2020,XLarge,sicilian,"Wings , Drink",28.98,4,Card
3723,WhatsApp,7/26/2020,Large,spicy_ital,"Wings , Drink",23.21,0,Card
3724,Website,7/26/2020,XXL,spin_pestoach_supr,"Wings,Drink, Pasta",42.7,7.3,Card
3725,Call Center,7/26/2020,Large,classic_dlx,Wings,19.63,2,Card
3726,Website,7/26/2020,Medium,ital_supr,Drink,12,1,Cash
3727,Call Center,7/26/2020,XXL Pizza,southw_ckn,"Wings, Pasta, Salad",46.43,2,Card
3728,WhatsApp,7/26/2020,XLarge,classic_dlx,"Wings , Drink",30.1,6,Card
3729,Website,7/26/2020,Medium,ital_supr,Drink,12.54,2,Card
3730,WhatsApp,7/26/2020,Large,ital_supr,"Wings , Drink",22.43,2,Card
3731,Website,7/26/2020,XXL Pizza,bbq_ckn,"Wings, Pasta, Salad",47.49,5.51,Card
3732,Website,7/26/2020,Medium,ital_supr,Drink,14.65,6,Card
3733,WhatsApp,7/26/2020,Large,soppressata,Wings,19.94,3,Card
3734,Call Center,7/26/2020,XLarge,thai_ckn,"Wings , Drink",34.77,5,Card
3735,Website,7/26/2020,Large,spin_pestoach_supr,Wings,15.44,2.56,Cash
3736,Call Center,7/27/2020,Large,thai_ckn,Wings,15.27,1.73,Cash
3737,Website,7/27/2020,Large,five_cheese,Wings,17.18,3.82,Cash
3738,WhatsApp,7/27/2020,Medium,mexicana,No Side,10.95,3,Card
3739,Website,7/27/2020,Large,spin_pesto,"Wings , Drink",22.59,0,Cash
3740,Call Center,7/27/2020,Medium,spin_pestoach_supr,Drink,14.61,2,Card
3741,Website,7/27/2020,Large,ital_supr,Wings,18.78,3.22,Cash
3742,Website,7/27/2020,Large,mediterraneo,Wings,15.44,3.36,Cash
3743,Website,7/27/2020,Large,napolitana,Wings,17.3,2,Card
3744,WhatsApp,7/27/2020,Large,big_meat,"Wings , Drink",23.01,3,Card
3745,Website,7/28/2020,Medium,hawaiian,Drink,13.97,0,Card
3746,Website,7/28/2020,Large,ital_supr,Wings,16.73,3,Card
3747,Call Center,7/28/2020,Large,spicy_ital,"Wings , Drink",22.24,5,Card
3748,WhatsApp,7/28/2020,XLarge,bbq_ckn,"Wings , Drink",30.1,6,Card
3749,Website,7/28/2020,Large,hawaiian,"Wings , Drink",23.34,3,Card
3750,WhatsApp,7/28/2020,Large,big_meat,"Wings , Drink",21.48,3,Card
3751,Website,7/28/2020,Large,classic_dlx,Wings,16.5,2,Card
3752,Call Center,7/28/2020,XXL Pizza,four_cheese,"Wings, Pasta, Salad",55.43,5,Card
3753,Website,7/28/2020,Medium,ital_supr,Drink,12.92,5.08,Cash
3754,Website,7/28/2020,XXL,spicy_ital,"Wings,Drink, Pasta",36.16,3.84,Card
3755,Website,7/28/2020,Large,thai_ckn,Wings,16.45,0,Card
3756,Website,7/28/2020,Large,ital_supr,"Wings , Drink",20.83,4.17,Cash
3757,Call Center,7/28/2020,Large,pep_msh_pep,"Wings , Drink",22.8,0.2,Cash
